customer_id,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12
1281207,36.0,8.0,2.0,0.0,41.0,29.0,11.0,32.0,20.0,30.0,41.0,17.0
1281228,5.0,10.0,1.0,1.0,34.0,24.0,18.0,18.0,1.0,18.0,13.0,22.0
1281309,21.0,14.0,1.0,2.0,34.0,23.0,10.0,33.0,2.0,19.0,12.0,16.0
1281417,14.0,6.0,0.0,2.0,15.0,11.0,9.0,8.0,1.0,12.0,10.0,9.0
1281418,5.0,6.0,1.0,0.0,13.0,24.0,22.0,9.0,25.0,9.0,16.0,19.0
1281492,-0.0,11.0,1.0,1.0,16.0,24.0,28.0,19.0,0.0,9.0,4.0,33.0
1281583,42.0,31.0,4.0,2.0,35.0,45.0,36.0,64.0,5.0,64.0,28.0,39.0
1281654,51.0,14.0,12.0,17.0,34.0,38.0,24.0,49.0,0.0,33.0,20.0,38.0
1281727,13.0,17.0,3.0,1.0,13.0,37.0,20.0,43.0,2.0,38.0,10.0,17.0
1281837,13.0,18.0,7.0,3.0,30.0,78.0,46.0,88.0,0.0,60.0,43.0,72.0
1281850,6.0,7.0,1.0,2.0,29.0,36.0,6.0,21.0,16.0,29.0,25.0,19.0
1282009,12.0,31.0,3.0,3.0,22.0,31.0,35.0,27.0,5.0,29.0,11.0,25.0
1282059,11.0,38.0,2.0,79.0,28.0,43.0,17.0,42.0,102.0,29.0,44.0,27.0
1282061,23.0,2.0,0.0,0.0,44.0,29.0,40.0,56.0,-0.0,2.0,0.0,30.0
1282086,3.0,25.0,2.0,1.0,33.0,46.0,44.0,39.0,310.0,41.0,48.0,33.0
1282156,6.0,3.0,1.0,1.0,16.0,21.0,1.0,3.0,4.0,7.0,27.0,5.0
1282251,4.0,70.0,1.0,1.0,18.0,28.0,27.0,60.0,-0.0,8.0,7.0,34.0
1282252,49.0,2.0,44.0,0.0,44.0,41.0,23.0,41.0,143.0,37.0,45.0,43.0
1282310,31.0,10.0,2.0,0.0,5.0,10.0,10.0,15.0,16.0,8.0,7.0,14.0
1282773,64.0,25.0,1.0,2.0,74.0,69.0,48.0,55.0,6.0,65.0,15.0,60.0
1282804,13.0,16.0,2.0,1.0,16.0,31.0,22.0,17.0,7.0,21.0,23.0,24.0
1282818,35.0,9.0,24.0,4.0,41.0,36.0,41.0,45.0,1.0,29.0,21.0,23.0
1282836,3.0,4.0,3.0,4.0,12.0,39.0,13.0,11.0,0.0,29.0,8.0,17.0
1282847,36.0,13.0,8.0,-0.0,37.0,56.0,72.0,55.0,2.0,49.0,37.0,63.0
1282910,11.0,13.0,3.0,2.0,21.0,28.0,14.0,25.0,14.0,17.0,19.0,22.0
1282944,4.0,7.0,1.0,0.0,23.0,30.0,3.0,24.0,71.0,15.0,25.0,16.0
1282955,3.0,4.0,1.0,1.0,7.0,9.0,3.0,4.0,1.0,5.0,8.0,6.0
1283046,5.0,8.0,3.0,1.0,20.0,20.0,10.0,4.0,16.0,16.0,24.0,15.0
1283116,19.0,24.0,3.0,20.0,25.0,44.0,29.0,45.0,7.0,35.0,22.0,24.0
1283156,32.0,0.0,-0.0,-1.0,18.0,40.0,40.0,25.0,0.0,8.0,28.0,41.0
1283175,29.0,16.0,-0.0,25.0,60.0,67.0,68.0,63.0,8.0,30.0,57.0,69.0
1283189,9.0,30.0,2.0,14.0,40.0,45.0,68.0,38.0,10.0,45.0,35.0,40.0
1283219,5.0,5.0,1.0,1.0,17.0,15.0,7.0,11.0,8.0,9.0,8.0,12.0
1283266,22.0,28.0,4.0,3.0,37.0,42.0,36.0,50.0,6.0,46.0,37.0,38.0
1283337,5.0,12.0,3.0,1.0,29.0,29.0,18.0,11.0,0.0,26.0,16.0,30.0
1283351,12.0,14.0,2.0,0.0,37.0,33.0,29.0,38.0,26.0,24.0,18.0,32.0
1283432,54.0,77.0,2.0,2.0,31.0,49.0,43.0,44.0,3.0,44.0,46.0,35.0
1283449,3.0,8.0,1.0,0.0,12.0,27.0,6.0,11.0,15.0,14.0,18.0,12.0
1283476,7.0,15.0,49.0,34.0,32.0,56.0,48.0,56.0,1.0,86.0,55.0,48.0
1283478,20.0,3.0,1.0,1.0,14.0,15.0,5.0,9.0,2.0,10.0,12.0,11.0
1283681,5.0,4.0,1.0,4.0,14.0,16.0,7.0,10.0,0.0,8.0,11.0,13.0
1283950,2.0,5.0,1.0,1.0,14.0,22.0,9.0,8.0,10.0,11.0,11.0,15.0
1284122,4.0,4.0,2.0,1.0,12.0,16.0,6.0,6.0,-0.0,8.0,12.0,10.0
1284147,77.0,8.0,2.0,2.0,44.0,29.0,18.0,73.0,-0.0,16.0,28.0,21.0
1284265,8.0,8.0,2.0,2.0,17.0,24.0,9.0,16.0,-0.0,13.0,18.0,17.0
1284331,19.0,21.0,5.0,3.0,40.0,46.0,39.0,39.0,12.0,38.0,18.0,39.0
1284344,69.0,10.0,5.0,1.0,33.0,47.0,76.0,76.0,10.0,13.0,83.0,45.0
1284397,14.0,27.0,5.0,4.0,37.0,42.0,24.0,40.0,9.0,37.0,23.0,27.0
1284452,6.0,5.0,1.0,1.0,8.0,12.0,4.0,9.0,4.0,8.0,12.0,9.0
1284574,4.0,4.0,2.0,1.0,12.0,17.0,6.0,6.0,-0.0,9.0,12.0,10.0
1284583,8.0,9.0,2.0,1.0,13.0,20.0,8.0,16.0,1.0,15.0,11.0,15.0
1284664,7.0,24.0,10.0,2.0,39.0,33.0,27.0,24.0,7.0,22.0,26.0,35.0
1284754,1.0,4.0,1.0,1.0,10.0,12.0,3.0,3.0,-0.0,5.0,16.0,12.0
1284962,10.0,16.0,2.0,2.0,39.0,33.0,20.0,32.0,5.0,24.0,22.0,25.0
1284965,13.0,12.0,2.0,2.0,31.0,34.0,21.0,34.0,5.0,18.0,24.0,31.0
1284978,9.0,13.0,4.0,3.0,19.0,10.0,14.0,23.0,1.0,14.0,11.0,13.0
1285043,4.0,5.0,2.0,1.0,14.0,22.0,9.0,9.0,0.0,11.0,15.0,14.0
1285054,10.0,14.0,-0.0,1.0,13.0,28.0,21.0,34.0,0.0,22.0,57.0,19.0
1285073,21.0,40.0,1.0,0.0,3.0,36.0,3.0,41.0,176.0,20.0,29.0,14.0
1285123,4.0,4.0,1.0,1.0,12.0,16.0,6.0,6.0,-0.0,8.0,12.0,10.0
1285141,42.0,70.0,0.0,1.0,28.0,36.0,33.0,44.0,12.0,23.0,13.0,31.0
1285276,23.0,40.0,9.0,26.0,55.0,57.0,44.0,58.0,15.0,41.0,34.0,43.0
1285429,3.0,1.0,1.0,2.0,8.0,21.0,12.0,5.0,4.0,10.0,26.0,17.0
1285444,3.0,1.0,1.0,1.0,17.0,24.0,15.0,6.0,0.0,8.0,15.0,10.0
1285678,75.0,76.0,4.0,57.0,41.0,76.0,65.0,77.0,8.0,60.0,75.0,63.0
1285684,7.0,11.0,5.0,2.0,16.0,40.0,32.0,42.0,3.0,33.0,17.0,13.0
1285711,5.0,9.0,2.0,3.0,19.0,29.0,15.0,11.0,29.0,15.0,17.0,16.0
1285751,7.0,7.0,2.0,2.0,28.0,35.0,10.0,16.0,-0.0,21.0,36.0,23.0
1285992,6.0,8.0,2.0,1.0,25.0,21.0,17.0,29.0,14.0,15.0,17.0,18.0
1286104,8.0,20.0,2.0,16.0,33.0,41.0,30.0,31.0,4.0,33.0,23.0,39.0
1286129,3.0,5.0,2.0,1.0,12.0,20.0,4.0,9.0,4.0,13.0,19.0,12.0
1286151,4.0,4.0,2.0,1.0,12.0,16.0,6.0,6.0,-0.0,9.0,11.0,10.0
1286237,49.0,31.0,1.0,0.0,49.0,53.0,2.0,55.0,12.0,60.0,45.0,75.0
1286466,6.0,3.0,0.0,53.0,9.0,33.0,6.0,8.0,5.0,26.0,18.0,18.0
1286488,10.0,9.0,4.0,6.0,76.0,41.0,26.0,42.0,5.0,35.0,22.0,44.0
1286510,10.0,13.0,2.0,2.0,36.0,31.0,24.0,30.0,-0.0,22.0,18.0,30.0
1286548,3.0,3.0,2.0,1.0,11.0,17.0,6.0,6.0,0.0,9.0,12.0,10.0
1286596,18.0,15.0,2.0,5.0,42.0,43.0,30.0,39.0,2.0,29.0,18.0,33.0
1286672,11.0,3.0,1.0,1.0,33.0,28.0,16.0,16.0,8.0,16.0,25.0,25.0
1286868,1.0,1.0,0.0,0.0,5.0,16.0,5.0,1.0,18.0,19.0,28.0,5.0
1286957,1.0,43.0,-0.0,1.0,14.0,61.0,22.0,26.0,687.0,44.0,57.0,47.0
1286971,3.0,3.0,1.0,1.0,5.0,10.0,3.0,4.0,3.0,5.0,8.0,6.0
1287010,18.0,11.0,3.0,2.0,34.0,34.0,23.0,37.0,2.0,25.0,28.0,29.0
1287105,4.0,4.0,1.0,1.0,8.0,12.0,4.0,7.0,2.0,6.0,9.0,9.0
1287153,25.0,25.0,6.0,46.0,53.0,57.0,39.0,50.0,0.0,44.0,32.0,37.0
1287168,9.0,10.0,3.0,-0.0,16.0,26.0,7.0,10.0,2.0,19.0,23.0,18.0
1287302,34.0,17.0,2.0,0.0,71.0,27.0,9.0,27.0,1.0,18.0,58.0,17.0
1287363,9.0,8.0,4.0,-0.0,12.0,22.0,10.0,15.0,-0.0,15.0,12.0,14.0
1287393,6.0,6.0,0.0,1.0,14.0,24.0,8.0,19.0,0.0,15.0,19.0,20.0
1287582,82.0,41.0,3.0,1.0,90.0,97.0,86.0,96.0,6.0,92.0,48.0,94.0
1287584,13.0,10.0,2.0,2.0,21.0,19.0,10.0,17.0,2.0,17.0,10.0,16.0
1287752,8.0,10.0,1.0,0.0,25.0,16.0,13.0,11.0,10.0,13.0,13.0,16.0
1287769,12.0,16.0,3.0,2.0,27.0,32.0,16.0,32.0,2.0,28.0,16.0,30.0
1287871,2.0,6.0,-1.0,0.0,16.0,18.0,-1.0,8.0,0.0,10.0,9.0,12.0
1287891,11.0,18.0,3.0,2.0,28.0,32.0,20.0,35.0,15.0,19.0,20.0,28.0
1287984,9.0,15.0,2.0,2.0,42.0,46.0,42.0,31.0,12.0,21.0,28.0,43.0
1288220,28.0,9.0,2.0,2.0,24.0,38.0,16.0,36.0,-0.0,32.0,25.0,25.0
1288436,25.0,23.0,3.0,0.0,38.0,39.0,32.0,29.0,30.0,30.0,35.0,38.0
1288474,5.0,24.0,2.0,2.0,30.0,25.0,10.0,14.0,23.0,6.0,26.0,22.0
1288504,4.0,4.0,2.0,1.0,12.0,16.0,6.0,6.0,-0.0,9.0,11.0,10.0
1288657,7.0,8.0,1.0,1.0,14.0,15.0,7.0,11.0,4.0,12.0,13.0,14.0
1288682,4.0,5.0,1.0,1.0,15.0,25.0,6.0,8.0,0.0,8.0,12.0,12.0
1288689,18.0,24.0,5.0,52.0,48.0,41.0,28.0,37.0,27.0,38.0,40.0,38.0
1288914,5.0,46.0,1.0,27.0,27.0,51.0,57.0,2.0,0.0,32.0,73.0,60.0
1288960,28.0,16.0,1.0,2.0,19.0,30.0,12.0,21.0,14.0,20.0,28.0,20.0
1289106,8.0,22.0,1.0,1.0,37.0,31.0,25.0,33.0,0.0,25.0,23.0,28.0
1289117,4.0,7.0,3.0,1.0,56.0,52.0,29.0,22.0,8.0,57.0,27.0,49.0
1289180,5.0,40.0,3.0,65.0,37.0,46.0,47.0,37.0,12.0,29.0,35.0,43.0
1289429,13.0,11.0,2.0,2.0,18.0,26.0,12.0,24.0,0.0,14.0,15.0,22.0
1289443,3.0,3.0,1.0,1.0,6.0,10.0,3.0,4.0,0.0,5.0,8.0,6.0
1289494,2.0,-2.0,-1.0,0.0,36.0,28.0,29.0,8.0,8.0,15.0,3.0,34.0
1289530,22.0,25.0,6.0,6.0,48.0,51.0,43.0,42.0,6.0,44.0,34.0,45.0
1289564,6.0,6.0,2.0,-0.0,48.0,77.0,54.0,39.0,10.0,45.0,11.0,81.0
1289587,16.0,27.0,3.0,-0.0,26.0,32.0,18.0,23.0,24.0,24.0,22.0,25.0
1289741,4.0,4.0,2.0,1.0,12.0,12.0,6.0,6.0,2.0,8.0,12.0,8.0
1289862,17.0,12.0,2.0,3.0,30.0,38.0,22.0,33.0,14.0,41.0,12.0,33.0
1289875,4.0,4.0,2.0,1.0,10.0,19.0,6.0,7.0,0.0,12.0,12.0,11.0
1289880,47.0,52.0,0.0,0.0,30.0,50.0,48.0,61.0,11.0,48.0,33.0,39.0
1290020,21.0,9.0,1.0,1.0,31.0,59.0,72.0,47.0,6.0,51.0,29.0,48.0
1290313,7.0,5.0,1.0,1.0,20.0,28.0,11.0,21.0,19.0,23.0,20.0,18.0
1290314,29.0,9.0,1.0,0.0,37.0,45.0,34.0,43.0,16.0,36.0,31.0,34.0
1290405,30.0,28.0,3.0,6.0,25.0,29.0,7.0,29.0,-0.0,35.0,14.0,27.0
1290415,13.0,19.0,3.0,3.0,27.0,34.0,15.0,41.0,3.0,27.0,20.0,25.0
1290442,29.0,71.0,1.0,2.0,33.0,71.0,33.0,53.0,15.0,73.0,33.0,39.0
1290521,11.0,24.0,2.0,2.0,26.0,35.0,16.0,35.0,20.0,22.0,29.0,28.0
1290579,6.0,8.0,1.0,1.0,22.0,19.0,11.0,14.0,0.0,12.0,15.0,15.0
1290635,5.0,12.0,2.0,4.0,46.0,59.0,43.0,16.0,8.0,51.0,24.0,38.0
1290787,20.0,16.0,5.0,2.0,10.0,51.0,66.0,45.0,6.0,31.0,14.0,42.0
1290889,3.0,5.0,1.0,1.0,9.0,16.0,4.0,5.0,24.0,8.0,20.0,6.0
1290921,2.0,4.0,1.0,-0.0,10.0,20.0,7.0,3.0,1.0,6.0,26.0,11.0
1290923,7.0,8.0,2.0,14.0,24.0,25.0,12.0,15.0,0.0,15.0,22.0,19.0
1291029,14.0,22.0,3.0,4.0,48.0,48.0,45.0,44.0,-0.0,46.0,34.0,45.0
1291042,29.0,53.0,3.0,2.0,30.0,42.0,28.0,35.0,1.0,28.0,22.0,47.0
1291058,3.0,3.0,1.0,1.0,6.0,10.0,3.0,4.0,-0.0,5.0,7.0,6.0
1291131,4.0,6.0,1.0,1.0,12.0,17.0,5.0,7.0,12.0,8.0,15.0,8.0
1291159,4.0,5.0,1.0,1.0,10.0,15.0,5.0,7.0,8.0,8.0,13.0,8.0
1291318,9.0,36.0,3.0,22.0,34.0,27.0,31.0,39.0,2.0,30.0,11.0,24.0
1291335,5.0,6.0,2.0,0.0,31.0,32.0,7.0,12.0,122.0,23.0,37.0,23.0
1291488,5.0,21.0,2.0,1.0,33.0,35.0,8.0,36.0,77.0,23.0,35.0,11.0
1291512,4.0,4.0,1.0,1.0,11.0,14.0,4.0,6.0,1.0,7.0,12.0,8.0
1291606,5.0,8.0,2.0,2.0,21.0,22.0,13.0,13.0,0.0,14.0,14.0,15.0
1291831,11.0,45.0,21.0,1.0,35.0,44.0,65.0,34.0,32.0,37.0,25.0,35.0
1291851,12.0,8.0,2.0,2.0,30.0,28.0,11.0,22.0,3.0,31.0,11.0,16.0
1291914,25.0,21.0,3.0,24.0,28.0,49.0,42.0,43.0,8.0,45.0,34.0,50.0
1291928,5.0,8.0,2.0,0.0,17.0,22.0,8.0,9.0,0.0,9.0,15.0,13.0
1291962,7.0,35.0,2.0,1.0,33.0,26.0,18.0,19.0,23.0,21.0,8.0,20.0
1292208,5.0,6.0,3.0,-2.0,12.0,17.0,4.0,6.0,0.0,13.0,11.0,8.0
1292264,10.0,13.0,1.0,0.0,41.0,34.0,29.0,38.0,-0.0,21.0,20.0,33.0
1292270,9.0,9.0,1.0,2.0,18.0,21.0,16.0,10.0,-0.0,14.0,14.0,18.0
1292273,21.0,26.0,9.0,10.0,59.0,55.0,50.0,47.0,43.0,58.0,63.0,47.0
1292287,5.0,34.0,-1.0,1.0,44.0,50.0,40.0,37.0,2.0,33.0,71.0,46.0
1292296,0.0,8.0,1.0,6.0,25.0,39.0,7.0,17.0,365.0,20.0,82.0,28.0
1292317,24.0,36.0,2.0,2.0,33.0,37.0,26.0,40.0,6.0,46.0,16.0,30.0
1292389,61.0,28.0,51.0,1.0,33.0,44.0,9.0,60.0,217.0,29.0,49.0,34.0
1292558,80.0,22.0,2.0,1.0,33.0,47.0,67.0,70.0,8.0,33.0,25.0,62.0
1292578,6.0,8.0,1.0,1.0,9.0,36.0,7.0,13.0,150.0,19.0,20.0,16.0
1292613,8.0,8.0,1.0,2.0,25.0,25.0,23.0,15.0,0.0,19.0,17.0,21.0
1292633,3.0,3.0,1.0,1.0,6.0,10.0,3.0,4.0,1.0,5.0,8.0,6.0
1292658,4.0,4.0,2.0,1.0,12.0,18.0,6.0,7.0,-0.0,11.0,14.0,11.0
1292702,4.0,4.0,1.0,1.0,12.0,16.0,6.0,6.0,-0.0,8.0,12.0,9.0
1292868,10.0,55.0,6.0,5.0,42.0,46.0,50.0,43.0,-0.0,41.0,40.0,42.0
1293134,15.0,20.0,3.0,6.0,34.0,37.0,14.0,48.0,26.0,33.0,32.0,33.0
1293151,53.0,32.0,2.0,1.0,36.0,39.0,33.0,46.0,50.0,13.0,29.0,42.0
1293353,7.0,6.0,2.0,1.0,12.0,35.0,19.0,41.0,76.0,30.0,31.0,21.0
1293470,5.0,53.0,3.0,-1.0,36.0,67.0,39.0,36.0,3.0,37.0,43.0,16.0
1293533,4.0,5.0,1.0,2.0,11.0,17.0,5.0,7.0,7.0,9.0,18.0,8.0
1293582,15.0,16.0,1.0,1.0,32.0,36.0,20.0,25.0,5.0,28.0,15.0,29.0
1293868,14.0,29.0,3.0,1.0,19.0,38.0,25.0,21.0,3.0,30.0,17.0,27.0
1293879,5.0,28.0,2.0,-0.0,17.0,17.0,11.0,11.0,70.0,16.0,14.0,14.0
1294041,12.0,17.0,2.0,33.0,13.0,41.0,39.0,51.0,25.0,39.0,24.0,32.0
1294210,5.0,3.0,-0.0,-0.0,24.0,36.0,32.0,34.0,12.0,21.0,5.0,29.0
1294402,1.0,3.0,15.0,0.0,10.0,35.0,29.0,22.0,17.0,18.0,37.0,32.0
1294467,11.0,9.0,2.0,2.0,28.0,31.0,17.0,36.0,50.0,21.0,29.0,20.0
1294516,10.0,14.0,3.0,4.0,32.0,36.0,29.0,21.0,20.0,28.0,25.0,30.0
1294527,7.0,23.0,3.0,2.0,46.0,52.0,39.0,34.0,16.0,37.0,30.0,41.0
1294556,12.0,14.0,3.0,1.0,38.0,32.0,30.0,32.0,-0.0,22.0,18.0,34.0
1294578,5.0,28.0,1.0,1.0,21.0,35.0,26.0,39.0,18.0,25.0,28.0,21.0
1295063,3.0,7.0,1.0,0.0,13.0,16.0,3.0,21.0,6.0,11.0,13.0,14.0
1295090,4.0,4.0,1.0,1.0,11.0,14.0,4.0,6.0,-0.0,7.0,11.0,8.0
1295093,3.0,3.0,1.0,1.0,7.0,11.0,3.0,5.0,-0.0,6.0,8.0,6.0
1295233,5.0,4.0,3.0,1.0,14.0,24.0,20.0,9.0,1.0,9.0,16.0,20.0
1295310,10.0,4.0,2.0,-0.0,31.0,31.0,19.0,10.0,2.0,13.0,20.0,25.0
1295344,2.0,17.0,1.0,1.0,24.0,22.0,6.0,12.0,0.0,8.0,30.0,10.0
1295363,7.0,5.0,1.0,1.0,11.0,13.0,3.0,4.0,0.0,9.0,7.0,8.0
1295381,8.0,9.0,2.0,2.0,31.0,38.0,15.0,37.0,0.0,32.0,29.0,25.0
1295649,13.0,30.0,33.0,0.0,23.0,34.0,23.0,34.0,2.0,17.0,17.0,27.0
1295664,15.0,10.0,1.0,1.0,13.0,25.0,9.0,21.0,2.0,12.0,13.0,15.0
1295689,7.0,9.0,1.0,1.0,6.0,9.0,7.0,11.0,212.0,9.0,11.0,8.0
1296016,4.0,5.0,1.0,1.0,12.0,17.0,6.0,8.0,8.0,9.0,15.0,9.0
1296066,3.0,8.0,2.0,2.0,17.0,27.0,9.0,13.0,35.0,15.0,33.0,18.0
1296234,6.0,5.0,2.0,0.0,5.0,15.0,10.0,18.0,-0.0,7.0,11.0,10.0
1296458,24.0,26.0,2.0,1.0,14.0,26.0,12.0,31.0,99.0,18.0,15.0,10.0
1296508,58.0,66.0,68.0,1.0,47.0,70.0,73.0,80.0,-0.0,60.0,60.0,48.0
1296517,7.0,26.0,3.0,2.0,21.0,35.0,32.0,16.0,12.0,18.0,11.0,36.0
1296560,38.0,42.0,5.0,1.0,15.0,37.0,30.0,44.0,0.0,35.0,34.0,46.0
1296642,18.0,25.0,6.0,3.0,34.0,45.0,29.0,43.0,7.0,30.0,42.0,38.0
1296714,3.0,4.0,1.0,1.0,15.0,19.0,11.0,9.0,1.0,14.0,14.0,13.0
1296941,10.0,6.0,1.0,2.0,21.0,19.0,9.0,12.0,0.0,8.0,13.0,15.0
1296958,3.0,3.0,1.0,1.0,6.0,9.0,3.0,4.0,3.0,6.0,8.0,5.0
1297132,35.0,30.0,0.0,0.0,13.0,30.0,9.0,32.0,80.0,19.0,41.0,19.0
1297139,11.0,14.0,3.0,2.0,37.0,35.0,19.0,34.0,4.0,26.0,22.0,29.0
1297141,12.0,12.0,2.0,2.0,14.0,22.0,11.0,18.0,4.0,11.0,11.0,14.0
1297168,11.0,8.0,21.0,2.0,23.0,31.0,14.0,19.0,0.0,26.0,21.0,25.0
1297357,13.0,38.0,3.0,1.0,26.0,35.0,20.0,39.0,18.0,37.0,20.0,17.0
1297599,19.0,19.0,3.0,3.0,50.0,38.0,37.0,36.0,2.0,21.0,18.0,37.0
1297621,6.0,9.0,2.0,1.0,15.0,25.0,16.0,26.0,34.0,16.0,23.0,16.0
1297628,7.0,7.0,0.0,1.0,16.0,18.0,5.0,17.0,6.0,14.0,25.0,15.0
1297689,20.0,15.0,4.0,1.0,23.0,40.0,35.0,34.0,4.0,33.0,25.0,32.0
1297704,3.0,3.0,1.0,1.0,6.0,10.0,3.0,4.0,-0.0,5.0,8.0,6.0
1297724,29.0,38.0,4.0,0.0,41.0,50.0,68.0,51.0,2.0,41.0,36.0,43.0
1297741,10.0,16.0,1.0,1.0,27.0,36.0,27.0,38.0,13.0,20.0,15.0,36.0
1297938,4.0,10.0,1.0,3.0,56.0,37.0,53.0,16.0,-0.0,28.0,9.0,41.0
1298093,34.0,63.0,12.0,48.0,38.0,53.0,42.0,87.0,11.0,35.0,55.0,47.0
1298290,35.0,37.0,-0.0,0.0,22.0,38.0,27.0,37.0,140.0,30.0,64.0,31.0
1298338,18.0,14.0,2.0,2.0,24.0,27.0,20.0,24.0,11.0,19.0,10.0,20.0
1298346,8.0,6.0,3.0,3.0,42.0,38.0,22.0,36.0,5.0,32.0,26.0,30.0
1298537,3.0,5.0,1.0,1.0,14.0,18.0,8.0,10.0,5.0,12.0,15.0,11.0
1298622,4.0,5.0,13.0,1.0,21.0,31.0,11.0,18.0,8.0,13.0,32.0,20.0
1298664,14.0,22.0,6.0,1.0,23.0,33.0,15.0,31.0,60.0,21.0,29.0,21.0
1298739,4.0,5.0,0.0,-0.0,40.0,37.0,11.0,16.0,1.0,22.0,13.0,31.0
1298877,37.0,18.0,3.0,-0.0,32.0,30.0,28.0,40.0,58.0,28.0,32.0,30.0
1299005,6.0,13.0,1.0,1.0,25.0,27.0,12.0,17.0,4.0,13.0,19.0,20.0
1299162,3.0,4.0,1.0,2.0,12.0,14.0,6.0,6.0,1.0,7.0,13.0,9.0
1299226,8.0,5.0,3.0,1.0,9.0,36.0,31.0,39.0,48.0,34.0,48.0,30.0
1299333,8.0,36.0,8.0,0.0,82.0,46.0,43.0,55.0,5.0,32.0,66.0,46.0
1299408,24.0,38.0,4.0,1.0,20.0,52.0,30.0,53.0,217.0,40.0,88.0,32.0
1299508,16.0,81.0,-0.0,-0.0,26.0,45.0,4.0,48.0,85.0,35.0,66.0,31.0
1299537,9.0,14.0,2.0,2.0,26.0,31.0,24.0,28.0,16.0,27.0,25.0,26.0
1299568,12.0,15.0,4.0,2.0,27.0,35.0,20.0,39.0,4.0,44.0,30.0,29.0
1299649,3.0,12.0,1.0,0.0,5.0,20.0,5.0,9.0,17.0,7.0,10.0,8.0
1299678,9.0,28.0,4.0,3.0,42.0,53.0,64.0,40.0,2.0,37.0,21.0,57.0
1299826,36.0,12.0,1.0,0.0,29.0,47.0,10.0,51.0,74.0,37.0,42.0,47.0
1299856,15.0,14.0,2.0,2.0,25.0,34.0,22.0,31.0,20.0,27.0,22.0,28.0
1299959,8.0,7.0,1.0,1.0,23.0,25.0,20.0,17.0,2.0,17.0,19.0,17.0
1300160,8.0,21.0,4.0,2.0,54.0,47.0,28.0,41.0,0.0,38.0,22.0,39.0
1300163,4.0,4.0,2.0,1.0,12.0,16.0,6.0,6.0,-0.0,8.0,12.0,9.0
1300199,28.0,31.0,4.0,3.0,49.0,48.0,46.0,36.0,2.0,73.0,28.0,47.0
1300288,5.0,24.0,4.0,1.0,30.0,50.0,49.0,34.0,-0.0,62.0,31.0,37.0
1300355,23.0,14.0,17.0,2.0,27.0,46.0,34.0,38.0,3.0,39.0,35.0,50.0
1300368,9.0,12.0,2.0,1.0,17.0,31.0,16.0,26.0,36.0,15.0,23.0,25.0
1300377,14.0,17.0,2.0,4.0,42.0,47.0,40.0,44.0,-0.0,37.0,22.0,47.0
1300484,7.0,5.0,61.0,0.0,85.0,91.0,84.0,45.0,-0.0,59.0,31.0,83.0
1300561,19.0,10.0,1.0,1.0,36.0,37.0,28.0,28.0,4.0,41.0,32.0,31.0
1300566,5.0,6.0,1.0,1.0,11.0,18.0,9.0,9.0,2.0,9.0,12.0,12.0
1300627,22.0,35.0,26.0,6.0,40.0,61.0,63.0,65.0,0.0,46.0,52.0,45.0
1300752,7.0,30.0,77.0,-0.0,41.0,39.0,6.0,46.0,132.0,7.0,41.0,32.0
1300905,5.0,5.0,1.0,1.0,13.0,23.0,10.0,4.0,-0.0,10.0,14.0,14.0
1301046,9.0,9.0,2.0,1.0,15.0,21.0,9.0,15.0,3.0,14.0,18.0,16.0
1301131,10.0,9.0,2.0,2.0,22.0,20.0,10.0,21.0,4.0,13.0,20.0,16.0
1301186,38.0,43.0,4.0,1.0,43.0,56.0,50.0,49.0,119.0,43.0,75.0,45.0
1301402,2.0,1.0,1.0,1.0,5.0,9.0,5.0,3.0,0.0,5.0,9.0,8.0
1301436,3.0,3.0,1.0,24.0,10.0,16.0,5.0,4.0,-0.0,7.0,17.0,9.0
1301600,87.0,45.0,52.0,77.0,30.0,63.0,41.0,65.0,26.0,64.0,61.0,47.0
1301601,13.0,5.0,1.0,2.0,66.0,42.0,19.0,62.0,-0.0,35.0,8.0,41.0
1301651,9.0,6.0,1.0,1.0,20.0,29.0,13.0,18.0,-0.0,17.0,23.0,22.0
1301919,3.0,2.0,-0.0,0.0,7.0,30.0,10.0,7.0,25.0,27.0,9.0,11.0
1301977,12.0,12.0,2.0,2.0,25.0,33.0,18.0,32.0,22.0,22.0,28.0,28.0
1302019,9.0,6.0,2.0,1.0,39.0,74.0,66.0,32.0,-0.0,17.0,21.0,74.0
1302066,30.0,27.0,8.0,1.0,40.0,44.0,34.0,52.0,34.0,46.0,32.0,35.0
1302094,15.0,9.0,3.0,1.0,17.0,30.0,16.0,17.0,24.0,17.0,20.0,20.0
1302097,12.0,50.0,7.0,3.0,18.0,56.0,55.0,59.0,6.0,43.0,38.0,46.0
1302137,16.0,22.0,3.0,2.0,36.0,35.0,29.0,34.0,6.0,27.0,30.0,30.0
1302153,2.0,2.0,1.0,0.0,5.0,12.0,1.0,2.0,-0.0,5.0,4.0,3.0
1302278,26.0,11.0,5.0,62.0,39.0,39.0,23.0,41.0,12.0,28.0,35.0,29.0
1302318,9.0,12.0,1.0,3.0,14.0,19.0,12.0,16.0,16.0,12.0,15.0,17.0
1302336,6.0,9.0,2.0,0.0,20.0,27.0,17.0,11.0,24.0,15.0,29.0,22.0
